companyid	company_name	cusip	MSCIsec	sedol
C55L4M-S-US	National Research Corp.	63737220	Health Care	B8W3QK
LHMTF0-S-US	NorthStar Realty Finance C	66704R10	Financials	B03DSG
SPB6XT-S-US	NRG Energy Inc.	62937750	Utilities	221292
K5JWRG-S-US	Northrim Bancorp Inc.	66676210	Financials	264027
TY1NFD-S-US	Norfolk Southern Corp.	65584410	Industrials	264189
G3BR7W-S-US	Insight Enterprises Inc.	45765U10	Information Technology	247506
SVVS7Y-S-US	Nationstar Mortgage Holdin	63861C10	Financials	B7F8P7
NXHPW3-S-US	Insperity Inc.	45778Q10	Industrials	200728
GFGLVF-S-US	NeuStar Inc.	64126X20	Telecommunication Serv	B0C8R6
Q4ZSBS-S-US	NetApp Inc.	64110D10	Information Technology	263064
PQCGXG-S-US	NetScout Systems Inc.	64115T10	Information Technology	244728
PJP4LZ-S-US	NETGEAR Inc.	64111Q10	Information Technology	268836
XN5W08-S-US	Nortek Inc.	65655930	Industrials	B5Q3K4
RXQ4PS-S-US	NTELOS Holdings Corp.	67020Q30	Telecommunication Serv	B77D2B
JYS5SN-S-US	NutriSystem Inc.	67069D10	Consumer Discretionary	262039
X9PX35-S-US	Northern Trust Corp.	66585910	Financials	264866
F0K8GV-S-US	NetSpend Holdings Inc.	64118V10	Financials	B4N6MB
MTFQX3-S-US	Northeast Utilities	66439710	Utilities	264510
QMRMKG-S-US	Nuance Communications Inc.	67020Y10	Information Technology	240212
V3LF0L-S-US	Nucor Corp.	67034610	Materials	265108
V4VS2J-S-US	Nu Skin Enterprises Inc.	67018T10	Consumer Staples	261687
DTGMPT-S-US	Nutraceutical Internationa	67060Y10	Consumer Staples	215277
P1XDLD-S-US	NuVasive Inc.	67070410	Health Care	B00GJC
VCQ42T-S-US	Novavax Inc.	67000210	Health Care	263774
QDYJZC-S-US	NVIDIA Corp.	67066G10	Information Technology	237950
BV8C58-S-US	NV Energy Inc.	67073Y10	Utilities	244379
HZ6Z7Q-S-US	NVE Corp.	62944520	Information Technology	207212
LVXML9-S-US	NVR Inc.	62944T10	Consumer Discretionary	263778
WSVP75-S-US	Northwest Bancshares Inc.	66734010	Financials	B523Z7
LZ7ZQ9-S-US	NorthWestern Corp.	66807430	Utilities	B03PGL
K10BPK-S-US	Newell Rubbermaid Inc.	65122910	Consumer Discretionary	263570
XGF87J-S-US	National Western Life Insu	63852210	Financials	262776
PW0XD0-S-US	Northwest Natural Gas Co.	66765510	Utilities	264958
FXNNDM-S-US	Northwest Pipe Co.	66774610	Industrials	203592
T8JRMM-S-US	New York & Co. Inc.	64929510	Consumer Discretionary	B034L9
BSZMCZ-S-US	Quanex Building Products C	74761910	Industrials	B2QXCJ
B4KM2X-S-US	Nexstar Broadcasting Group	65336K10	Consumer Discretionary	294975
GB2NPY-S-US	NxStage Medical Inc.	67072V10	Health Care	B0J2NW
DQ5K00-S-US	New York Community Bancorp	64944510	Financials	271165
N83PGZ-S-US	New York Mortgage Trust In	64960450	Financials	B01LWM
STWKHG-S-US	The New York Times Co.	65011110	Consumer Discretionary	263200
V3PN5M-S-US	NYSE Euronext	62949110	Financials	B1VJYW
VFV0RN-S-US	Realty Income Corp.	75610910	Financials	272419
NK7374-S-US	OmniAmerican Bancorp Inc.	68216R10	Financials	B3LPR9
C6SJCG-S-US	Oasis Petroleum Inc.	67421510	Energy	B64R5J
SX6HPZ-S-US	OneBeacon Insurance Group	G6774210	Financials	B1GN3G
KHZRFD-S-US	Owens Corning	69074210	Industrials	B1FW7Q
TTP54B-S-US	OceanFirst Financial Corp.	67523410	Financials	212590
KNH9LC-S-US	Oclaro Inc.	67555N20	Information Technology	B01W5C
NM9FTD-S-US	Ocwen Financial Corp.	67574630	Financials	B14PL7
BV8HFD-S-US	Omnicare Inc.	68190410	Health Care	265977
TJKSQG-S-US	OCZ Technology Group Inc.	6.71E+34	Information Technology	B66Q59
NDLSSJ-S-US	Oil-Dri Corp. Of America	67786410	Consumer Staples	265779
NPQK1W-S-US	Old Dominion Freight Line	67958010	Industrials	265642
X9VCMC-S-US	Office Depot Inc.	67622010	Consumer Discretionary	265598
XP2B7X-S-US	Orient-Express Hotels Ltd.	G6774310	Consumer Discretionary	261928
N3J4M6-S-US	Corporate Office Propertie	22002T10	Financials	275615
PHQ03P-S-US	OFG Bancorp	67103X10	Financials	B87LKR
DYZ1LN-S-US	Orthofix International NV	N6748L10	Health Care	264454
WW56N9-S-US	Omega Flex Inc.	68209510	Industrials	B0FPH7
D7F1FN-S-US	OGE Energy Corp.	67083710	Utilities	265780
FQYX9R-S-US	OncoGenex Pharmaceuticals	68230A10	Health Care	280887
MLGW6J-S-US	Omega Healthcare Investors	68193610	Financials	204327
PZFFN1-S-US	Owens-Illinois Inc.	69076840	Materials	266286
KNBNR0-S-US	Oceaneering International	67523210	Energy	265558
NJ0NPW-S-US	Oil States International I	67802610	Energy	272447
LSHSW2-S-US	ONEOK Inc.	68268010	Utilities	213010
L0PGQ5-S-US	Southwest Bancorp Inc. (Ok	84476710	Financials	282996
TWRXN3-S-US	Universal Display Corp.	91347P10	Information Technology	227788
L2Y6QM-S-US	Olin Corp.	68066520	Materials	265852
MCQ0ZL-S-US	One Liberty Properties Inc	68240610	Financials	265961
L41WW5-S-US	Omnicom Group Inc.	68191910	Consumer Discretionary	227930
CB0XVP-S-US	Omnicell Inc.	68213N10	Health Care	278952
S6P95T-S-US	Omega Protein Corp.	68210P10	Consumer Staples	223265
C11CQD-S-US	Omeros Corp.	68214310	Health Care	B4NB85
K39Z9S-S-US	Odyssey Marine Exploration	67611810	Industrials	251735
CGKL3P-S-US	OM Group Inc.	67087210	Materials	265368
RV60PG-S-US	Owens & Minor Inc.	69073210	Health Care	266512
XF826K-S-US	OMNOVA Solutions Inc.	68212910	Materials	249472
T1NHXH-S-US	OfficeMax Inc.	67622P10	Consumer Discretionary	210900
HLWVL6-S-US	Old National Bancorp	68003310	Financials	265844
H9YNY2-S-US	Higher One Holdings Inc.	42983D10	Information Technology	B575RZ
D69DC4-S-US	ON Semiconductor Corp.	68218910	Information Technology	258357
W7TBKB-S-US	Oncothyreon Inc.	68232410	Health Care	210604
NL8VKR-S-US	Onyx Pharmaceuticals Inc.	68339910	Health Care	265606
LQ8ZRM-S-US	OpenTable Inc.	68372A10	Information Technology	B4K3ZJ
X9Q5MF-S-US	OPKO Health Inc.	68375N10	Health Care	211590
XKPF5G-S-US	Oplink Communications Inc.	68375Q40	Information Technology	B0PKPN
DZ6BHH-S-US	Optimer Pharmaceuticals In	68401H10	Health Care	B1R96T
TZ2SQK-S-US	Oppenheimer Holdings Inc.	68379710	Financials	B42G8D
L0W7QL-S-US	ORMAT Technologies Inc.	68668810	Utilities	B03L31
CDBJDW-S-US	Orbital Sciences Corp.	68556410	Industrials	266173
K3CD03-S-US	ORBCOMM Inc.	68555P10	Information Technology	B19FR0
HVVK2Q-S-US	Oracle Corp.	68389X10	Information Technology	266156
HKTM60-S-US	Orexigen Therapeutics Inc.	68616410	Health Care	B1WLCZ
M65BJG-S-US	Old Republic International	68022310	Financials	265910
HN2QXT-S-US	Oritani Financial Corp.	68633D10	Financials	B3SLD9
SDDLB6-S-US	O'Reilly Automotive Inc.	67103H10	Consumer Discretionary	B65LWX
HQCDQ4-S-US	Orion Marine Group Inc.	68628V30	Industrials	B1WTHL
GYCFSY-S-US	Osiris Therapeutics Inc.	68827R10	Health Care	B17W93
C4BPR9-S-US	OSI Systems Inc.	67104410	Information Technology	211157
PBZR5F-S-US	Oshkosh Corp.	68823920	Industrials	266352
S39RTQ-S-US	Overstock.Com Inc.	69037010	Consumer Discretionary	285593
W3FB4P-S-US	OraSure Technologies Inc.	68554V10	Health Care	231879
J4WTMR-S-US	Otter Tail Corp.	68964810	Utilities	266410
GZKMQV-S-US	Outerwall Inc.	19259P30	Consumer Discretionary	BC1QQP
F5XT34-S-US	OmniVision Technologies In	68212810	Information Technology	261131
L1XNK0-S-US	Orbitz Worldwide Inc.	68557K10	Consumer Discretionary	B23G85
HLVTM7-S-US	Oxford Industries Inc.	69149730	Consumer Discretionary	266530
MT931R-S-US	Occidental Petroleum Corp.	67459910	Energy	265540
RS34ZL-S-US	Bank Of The Ozarks Inc.	6390410	Financials	208585
KNVL72-S-US	Pandora Media Inc.	69835410	Information Technology	B62N8L
KYWP9T-S-US	Pacific Biosciences Of Cal	69404D10	Health Care	B4N8MH
WXCCJ5-S-US	Pacer International Inc.	69373H10	Industrials	271199
CB1ZWP-S-US	PacWest Bancorp	69526310	Financials	261977
K3DWWJ-S-US	Penske Automotive Group In	70959W10	Consumer Discretionary	294352
W32HMN-S-US	Palo Alto Networks Inc.	69743510	Information Technology	B87ZMX
SGHNF8-S-US	Patrick Industries Inc.	70334310	Industrials	267315
Q0DYVP-S-US	Patriot Transportation Hol	70337B10	Industrials	234347
KHV4N2-S-US	VeriFone Systems Inc.	92342Y10	Information Technology	B07RH6
XMY0XS-S-US	Paychex Inc.	70432610	Information Technology	267445
FQZV2M-S-US	Prosperity Bancshares Inc.	74360610	Financials	231025
H447TR-S-US	People's United Financial	71270410	Financials	B1W41J
Q2J7BY-S-US	PBF Energy Inc.	69318G10	Energy	B7F4TJ
VCR51S-S-US	Prestige Brands Holdings I	74112D10	Consumer Staples	B0650P
XF959L-S-US	Pitney Bowes Inc.	72447910	Industrials	269050
BQWK8X-S-US	The Pep Boys-Manny Moe & J	71327810	Consumer Discretionary	268144
H433NP-S-US	PACCAR Inc.	69371810	Industrials	266586
MXQYW1-S-US	Pacific Continental Corp.	69412V10	Financials	243397
W7T7C7-S-US	PC Connection Inc.	69318J10	Information Technology	215717
V84XXD-S-US	PG&E Corp.	69331C10	Utilities	268956
XJK4XC-S-US	Potlatch Corp.	73763010	Financials	B0XXJN
HJLB52-S-US	Plum Creek Timber Co. Inc.	72925110	Financials	269239
CM333K-S-US	Priceline.Com Inc.	74150340	Consumer Discretionary	277906
GW4PPF-S-US	Pendrell Corp.	70686R10	Industrials	B6WCX3
BS0118-S-US	Precision Castparts Corp.	74018910	Industrials	269951
BWM50M-S-US	Pacira Pharmaceuticals Inc	69512710	Health Care	B3X26D
XHF0XD-S-US	PCTEL Inc.	69325Q10	Information Technology	250411
GNBQ9F-S-US	Pharmacyclics Inc.	71693310	Health Care	268969
H1W9F3-S-US	PDC Energy Inc.	69327R10	Energy	B89M5F
HZ76PY-S-US	Patterson Cos. Inc.	70339510	Health Care	267268
RS33XK-S-US	PDF Solutions Inc.	69328210	Information Technology	278242
HWZP2P-S-US	PDI Inc.	69329V10	Health Care	224742
FH08Y9-S-US	PDL BioPharma Inc.	69329Y10	Health Care	270670
TLXD5L-S-US	Piedmont Office Realty Tru	72019020	Financials	B3M327
XKRZ4Z-S-US	Pebblebrook Hotel Trust	70509V10	Financials	B4XBDV
SKXVZY-S-US	Peoples Bancorp Inc. (Ohio	70978910	Financials	267941
DXV63Y-S-US	Public Service Enterprise	74457310	Utilities	270767
NT38T5-S-US	Pegasystems Inc.	70557310	Information Technology	267586
L33679-S-US	Pennsylvania Real Estate I	70910210	Financials	268076
VT5YZY-S-US	Penn National Gaming Inc.	70756910	Consumer Discretionary	268210
B2LMSP-S-US	Peoples Federal Bancshares	71103710	Financials	B3WSZ8
DCZH6D-S-US	PepsiCo Inc.	71344810	Consumer Staples	268151
VMNN85-S-US	Perfumania Holdings Inc.	71376C10	Consumer Discretionary	285220
CM018P-S-US	Perry Ellis International	28885310	Consumer Discretionary	285170
CZC2Q2-S-US	Pioneer Energy Services Co	72366410	Energy	B68D80
XCZKWH-S-US	PetSmart Inc.	71676810	Consumer Discretionary	268610
WHXC9X-S-US	PetMed Express Inc.	71638210	Consumer Discretionary	214309
LX2TM8-S-US	Preferred Bank (California	74036740	Financials	276360
JDQZCY-S-US	Pfizer Inc.	71708110	Health Care	268470
FJ0FBJ-S-US	The Principal Financial Gr	74251V10	Financials	280301
N27CSX-S-US	Performant Financial Corp.	7.14E+14	Industrials	B835PW
HLN1V0-S-US	Proofpoint Inc.	74342410	Information Technology	B6VDQC
DG2F1B-S-US	Provident Financial Servic	74386T10	Financials	217160
RWC9XJ-S-US	Procter & Gamble Co.	74271810	Consumer Staples	270440
Q9JZN9-S-US	Peapack-Gladstone Financia	70469910	Financials	230773
NM8FXG-S-US	Premiere Global Services I	74058510	Telecommunication Serv	270515
QLQVZN-S-US	Progenics Pharmaceuticals	74318710	Health Care	215250
HTJWJK-S-US	Progressive Corp.	74331510	Financials	270502
F2HD48-S-US	PGT Inc.	69336V10	Industrials	B17V2N
KPL0X0-S-US	Parker-Hannifin Corp.	70109410	Industrials	267150
FMGYDF-S-US	PHH Corp.	69332020	Financials	B05JV2
D0MM35-S-US	PHI Inc.	69336T20	Energy	268441
VFZRT3-S-US	PulteGroup Inc.	74586710	Consumer Discretionary	270884
LZ6N51-S-US	PhotoMedex Inc.	71935830	Health Care	242098
G4G828-S-US	Panhandle Oil & Gas Inc.	69847710	Energy	241638
RZXBRS-S-US	PICO Holdings Inc.	69336620	Financials	232673
S90346-S-US	Polaris Industries Inc.	73106810	Consumer Discretionary	269293
HSMB1R-S-US	Pike Corp.	72128310	Industrials	B0FBMR
C8R1T8-S-US	Pier 1 Imports Inc.	72027910	Consumer Discretionary	268826
XHK5V9-S-US	Piper Jaffray Cos.	72407810	Financials	222708
D2VQY1-S-US	Parker Drilling Co.	70108110	Energy	267146
MJ6FWF-S-US	Park Electrochemical Corp.	70041620	Information Technology	267130
P8PY3Z-S-US	Packaging Corp. Of America	69515610	Materials	250456
NHWWHB-S-US	PerkinElmer Inc. (United S	71404610	Health Care	230584
CX1SR5-S-US	Park-Ohio Holdings Corp.	70066610	Industrials	267136
S39W0T-S-US	Procera Networks Inc.	74269U20	Information Technology	202196
BV96T2-S-US	Parkway Properties Inc.	70159Q10	Financials	266716
T8GH9H-S-US	Protective Life Corp.	74367410	Financials	270587
NCHHCB-S-US	Photronics Inc.	71940510	Information Technology	268731
GJYB9J-S-US	The Children's Place Retai	16890510	Consumer Discretionary	210679
T2ZBST-S-US	Polycom Inc.	73172K10	Information Technology	269342
DG873S-S-US	Prologis Inc.	74340W10	Financials	B44WZD
KNBQW2-S-US	Pall Corp.	69642930	Industrials	266880
WWHZ5D-S-US	Douglas Dynamics Inc.	25960R10	Industrials	B3N5WD
BRWLH1-S-US	Preformed Line Products Co	74044410	Industrials	279846
B4L9DK-S-US	Plantronics Inc.	72749310	Information Technology	269203
H2TXXX-S-US	EPlus Inc.	29426810	Information Technology	259774
CD61WP-S-US	Plexus Corp.	72913210	Information Technology	269216
W7YX8M-S-US	PLX Technology Inc.	69341710	Information Technology	240605
PRHXMV-S-US	Philip Morris Internationa	71817210	Consumer Staples	B2PKRQ
B3DZ3G-S-US	Pacific Mercantile Bancorp	69455210	Financials	262047
SJWNKQ-S-US	PharMerica Corp.	71714F10	Health Care	B23CN9
WYJJH3-S-US	PMC-Sierra Inc.	69344F10	Information Technology	280749
W106X6-S-US	PMFG Inc.	69345P10	Industrials	B3CQ3W
FYQPJR-S-US	PennyMac Mortgage Investme	70931T10	Financials	B3V8JL
QQ00XL-S-US	PTC Inc.	69370C10	Information Technology	B95N91
JT792F-S-US	The PNC Financial Services	69347510	Financials	269266
C8WTXR-S-US	Pinnacle Financial Partner	72346Q10	Financials	267509
QCS8TB-S-US	Pinnacle Entertainment Inc	72345610	Consumer Discretionary	243222
NQQK5Z-S-US	PNM Resources Inc.	69349H10	Utilities	270782
GNFHM1-S-US	PennantPark Investment Cor	70806210	Financials	B1W5VY
C7R82C-S-US	Pentair Ltd.	H6169Q10	Industrials	B8DTTS
PW0LSQ-S-US	Panera Bread Co.	69840W10	Consumer Discretionary	206303
RJ034Z-S-US	Pinnacle West Capital Corp	72348410	Utilities	204880
SJX071-S-US	Phoenix Cos. Inc.	7.19E+64	Financials	B8BT6C
LN3CP1-S-US	Piedmont Natural Gas Co. I	72018610	Utilities	268814
CSW8VQ-S-US	Insulet Corp.	45784P10	Health Care	B1XGNW
T1NTHS-S-US	PolyOne Corp.	73179P10	Materials	262456
S11HTS-S-US	Pepco Holdings Inc.	71329110	Utilities	297169
T8H08Z-S-US	Pool Corp.	73278L10	Consumer Discretionary	278158
D43HWF-S-US	Portland General Electric	73650884	Utilities	B125XQ
S2ZPM8-S-US	Post Holdings Inc.	73744610	Consumer Staples	B6T051
JBGHZT-S-US	Power Integrations Inc.	73927610	Information Technology	213304
N4JW3Z-S-US	Powell Industries Inc.	73912810	Industrials	269742
WSVN54-S-US	POZEN Inc.	73941U10	Health Care	264823
V2H3LD-S-US	Pilgrim's Pride Corp.	72147K10	Consumer Staples	B5L3PZ
KM6CDW-S-US	PPG Industries Inc.	69350610	Materials	269847
NCHNPH-S-US	PPL Corp.	69351T10	Utilities	268090
B01ZSW-S-US	Polypore International Inc	73179V10	Industrials	B02HWV
JLD066-S-US	Post Properties Inc.	73746410	Financials	270526
RLCVV6-S-US	Petroquest Energy Inc.	71674810	Energy	229143
SSRCCF-S-US	ProAssurance Corp.	74267C10	Financials	261273
BDJQCT-S-US	Portfolio Recovery Associa	73640Q10	Industrials	298616
GSWTDV-S-US	PartnerRe Ltd.	G6852T10	Financials	267193
FMK9XN-S-US	Perficient Inc.	71375U10	Information Technology	244254
JVBJCK-S-US	The Perrigo Co.	71429010	Health Care	268204
PJT46Q-S-US	Progress Software Corp.	74331210	Information Technology	270519
M606RN-S-US	PRGX Global Inc.	69357C50	Industrials	B1BSBB
R3QF7V-S-US	Primerica Inc.	74164M10	Financials	B50K3X
M7C7Y3-S-US	Primoris Services Corp.	74164F10	Industrials	B1GC20
P49ZVD-S-US	Park National Corp.	70065810	Financials	267325
LQ79DX-S-US	ParkerVision Inc.	70135410	Information Technology	267302
TVJGF4-S-US	Proto Labs Inc.	74371310	Industrials	B6T6J8
RV9W12-S-US	PROS Holdings Inc.	74346Y10	Information Technology	B1YWQK
JMNB63-S-US	Provident Financial Holdin	74386810	Financials	213605
GC8SHS-S-US	Providence Service Corp.	74381510	Health Care	291857
FYDJ46-S-US	CafePress Inc.	12769A10	Consumer Discretionary	B58TW8
BMJP5F-S-US	US Auto Parts Network Inc.	90343C10	Consumer Discretionary	B1RBR5
BRWF4W-S-US	Prudential Financial Inc.	74432010	Financials	281911
DSB87M-S-US	Premier Exhibitions Inc.	7.41E+14	Consumer Discretionary	274119
QXZFNP-S-US	PAREXEL International Corp	69946210	Health Care	267131
MQ12CY-S-US	Public Storage	74460D10	Financials	285253
DWWKM4-S-US	PS Business Parks Inc.	69360J10	Financials	270795
C8Y8P3-S-US	Prospect Capital Corp.	74348T10	Financials	B020VX
M78LWM-S-US	Pericom Semiconductor Corp	71383110	Information Technology	212277
MH26QD-S-US	Peregrine Semiconductor Co	71366R70	Information Technology	B87S01
P0WYLW-S-US	PriceSmart Inc.	74151110	Consumer Staples	209294
R3KXJH-S-US	Park Sterling Corp.	70086Y10	Financials	B1LJ7C
SP70YY-S-US	Phillips 66	71854610	Energy	B78C4Y
F1D5X5-S-US	Patterson-UTI Energy Inc.	70348110	Energy	267253
JKH334-S-US	PTGi Holding Inc.	74192930	Telecommunication Serv	BFG1Y3
QJH759-S-US	Pain Therapeutics Inc.	69562K10	Health Care	260925
GB0PZ3-S-US	Platinum Underwriters Hold	G7127P10	Financials	295851
R5XZX2-S-US	The Pantry Inc.	69865710	Consumer Staples	242768
B5VJ6C-S-US	Pernix Therapeutics Holdin	71426V10	Health Care	B64JP7
S8T4SM-S-US	Penn Virginia Corp.	70788210	Energy	268022
GFFBF7-S-US	PVH Corp.	69365610	Consumer Discretionary	B3V9F1
VDNNDJ-S-US	PrivateBancorp Inc.	74296210	Financials	248657
GDFKRC-S-US	Power-One Inc.	73930R10	Industrials	B5PY2X
PTXP2W-S-US	Penns Woods Bancorp Inc.	70843010	Financials	255286
WGR10T-S-US	Quanta Services Inc.	7.48E+14	Industrials	215020
NB64DG-S-US	Praxair Inc.	74005P10	Materials	269929
D3X1KC-S-US	Pioneer Natural Resources	72378710	Energy	269083
JS1YSB-S-US	Paramount Gold & Silver Co	69924P10	Materials	B0884L
L7GMNJ-S-US	Pzena Investment Managemen	74731Q10	Financials	B28HSP
L6HYYK-S-US	Papa John's International	69881310	Consumer Discretionary	269611
GT2Z8R-S-US	QAD Inc.	74727D30	Information Technology	B54225
C7R3T7-S-US	QUALCOMM Inc.	74752510	Information Technology	271492
D9P67H-S-US	Questcor Pharmaceutical In	74835Y10	Health Care	224294
Q0F21S-S-US	Quidel Corp.	74838J10	Health Care	271759
KS5B1C-S-US	QEP Resources Inc.	74733V10	Energy	B60X65
W0YZK1-S-US	QIAGEN NV		Health Care	243790
GQHT8D-S-US	QLogic Corp.	74727710	Information Technology	271732
PFKZ5Q-S-US	Qlik Technologies Inc.	74733T10	Information Technology	B3WPL2
VJ7GRJ-S-US	Quality Distribution Inc.	74756M10	Industrials	212480
X3528V-S-US	Qualys Inc.	74758T30	Information Technology	B7XJTN
NXL2JG-S-US	QuinStreet Inc.	74874Q10	Information Technology	B3PGPB
F6XS56-S-US	Quality Systems Inc.	74758210	Information Technology	271539
CX6649-S-US	Quantum Corp.	74790620	Information Technology	244169
CSYXX6-S-US	Quad/Graphics Inc.	74730110	Industrials	B3YM98
LTS722-S-US	QuickLogic Corp.	74837P10	Information Technology	250311
MS9FKZ-S-US	Ryder System Inc.	78354910	Industrials	276066
J6271X-S-US	Rite-Aid Corp.	76775410	Consumer Staples	274080
D1MBQ0-S-US	Reynolds American Inc.	76171310	Consumer Staples	242909
DRCNSV-S-US	FreightCar America Inc.	35702310	Industrials	B06T0P
XQ65QM-S-US	RAIT Financial Trust	74922760	Financials	213871
GCTJFH-S-US	Bankrate Inc.	06647F10	Information Technology	B4WDWB
WGLG9J-S-US	Raven Industries Inc.	75421210	Industrials	272585
T1PVLW-S-US	Rackspace Hosting Inc.	75008610	Information Technology	259152
HKQPM8-S-US	Regal-Beloit Corp.	75875010	Industrials	273008
XMZ52V-S-US	Republic Bancorp Inc. (Ken	76028120	Financials	227711
BZNHZ5-S-US	Rubicon Technology Inc.	78112T10	Information Technology	B29FBW
B01DPB-S-US	Rent-A-Center Inc.	76009N10	Consumer Discretionary	273309
GXCHSX-S-US	Rockville Financial Inc.	77418810	Financials	B5WGC9
T7J5CZ-S-US	Royal Caribbean Cruises Lt	V7780T10	Consumer Discretionary	275490
XG8SQB-S-US	Rowan Cos. Plc	G7665A10	Energy	B84026
FXJD8M-S-US	Elizabeth Arden Inc.	28660G10	Consumer Staples	285652
SPBMQ6-S-US	Reading International Inc.	75540810	Consumer Discretionary	253644
STZJ47-S-US	Radian Group Inc.	75023610	Financials	217391
W6N2D9-S-US	Everest Re Group Ltd.	G3223R10	Financials	255686
WZHNZD-S-US	Resources Connection Inc.	76122Q10	Industrials	269785
P0S025-S-US	Regency Centers Corp.	75884910	Financials	272617
